PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_PILLAR;REQUIREMENTS_ATTRIBUTES_ARTICLE;REQUIREMENTS_ATTRIBUTES_ARTICLETITLE;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME 
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;global;2026-06-27 09:46:44.662891;DORA-Art18;Financial entities shall classify ICT-related incidents and shall determine their impact based on criteria such as the number of clients affected, duration, geographical spread, data losses, and criticality of the services affected. Severity-aware threat detection across the estate underpins this classification.;ICT-Related Incident Reporting;Article 18;Classification of ICT-related incidents and cyber threats;PASS;Microsoft Defender for Endpoint integration is enabled for subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Security/settings/WDATP;WDATP;defender_ensure_wdatp_is_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;global;2026-06-27 09:46:44.662891;DORA-Art45;Financial entities may exchange amongst themselves cyber threat information and intelligence, including indicators of compromise, tactics, techniques and procedures, cyber security alerts and configuration tools. Centralised threat detection, sensitive data discovery and trail-based intelligence enable participation in such information-sharing arrangements.;Information Sharing;Article 45;Information-sharing arrangements on cyber threat information and intelligence;PASS;Microsoft Defender for Endpoint integration is enabled for subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Security/settings/WDATP;WDATP;defender_ensure_wdatp_is_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;FAIL;Conditional Access Policy does not require MFA for Microsoft Admin Portals.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_admin_portals;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;PASS;There are 0 global administrators.;9b0fb422-f474-43cc-9cd7-5e92ffca10b6;Global Administrator;entra_global_admin_in_less_than_five_users;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;PASS;There are 0 global administrators.;9b0fb422-f474-43cc-9cd7-5e92ffca10b6;Global Administrator;entra_global_admin_in_less_than_five_users;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;FAIL;Non-privileged users are able to create security groups via the Access Panel and the Azure administration portal.;authorizationPolicy;Authorization Policy;entra_policy_default_users_cannot_create_security_groups;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;FAIL;Non-privileged users are able to create security groups via the Access Panel and the Azure administration portal.;authorizationPolicy;Authorization Policy;entra_policy_default_users_cannot_create_security_groups;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_apps;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_apps;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_tenants;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);FAIL;Guest invitations are not restricted to users with specific administrative roles only.;authorizationPolicy;Authorization Policy;entra_policy_guest_invite_only_for_admin_roles;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);FAIL;Guest user access is not restricted to properties and memberships of their own directory objects;authorizationPolicy;Authorization Policy;entra_policy_guest_users_access_restrictions;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;Authorization Policy;entra_policy_restricts_user_consent_for_apps;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art28;Financial entities shall manage ICT third-party risk as an integral component of ICT risk within their ICT risk management framework. Cross-account access, trust boundaries, organization-level controls and dependency visibility are critical to monitor third-party exposure on AWS.;ICT Third-Party Risk Management;Article 28;General principles (ICT third-party risk);PASS;Entra does not allow users to consent non-verified apps accessing company data on their behalf.;authorizationPolicy;Authorization Policy;entra_policy_user_consent_for_verified_apps;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;PASS;Entra security defaults is enabled.;00000000-0000-0000-0000-000000000005;Security Defaults;entra_security_defaults_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";e1a014d8-2ca2-4275-8220-414092cd8ed6;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;FAIL;Users can create Microsoft 365 groups.;e1a014d8-2ca2-4275-8220-414092cd8ed6;vigneshrajaramasamygmail.onmicrosoft.com;entra_users_cannot_create_microsoft_365_groups;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;PASS;Role assignment ea275181-68fb-49c1-8caf-65a31c9c1b8f in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not grant User Access Administrator role.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Authorization/roleAssignments/ea275181-68fb-49c1-8caf-65a31c9c1b8f;ea275181-68fb-49c1-8caf-65a31c9c1b8f;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;global;2026-06-27 09:46:44.662891;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;PASS;Role assignment ea275181-68fb-49c1-8caf-65a31c9c1b8f in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not grant User Access Administrator role.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Authorization/roleAssignments/ea275181-68fb-49c1-8caf-65a31c9c1b8f;ea275181-68fb-49c1-8caf-65a31c9c1b8f;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;PASS;Role assignment bd944e09-46ca-4d89-bfbe-102ac87de6dc in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not grant User Access Administrator role.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Authorization/roleAssignments/bd944e09-46ca-4d89-bfbe-102ac87de6dc;bd944e09-46ca-4d89-bfbe-102ac87de6dc;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;global;2026-06-27 09:46:44.662891;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;PASS;Role assignment bd944e09-46ca-4d89-bfbe-102ac87de6dc in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not grant User Access Administrator role.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Authorization/roleAssignments/bd944e09-46ca-4d89-bfbe-102ac87de6dc;bd944e09-46ca-4d89-bfbe-102ac87de6dc;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;global;2026-06-27 09:46:44.662891;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;PASS;Role assignment 5239f262-b3eb-4be6-9594-9d145de83d82 in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not grant User Access Administrator role.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Authorization/roleAssignments/5239f262-b3eb-4be6-9594-9d145de83d82;5239f262-b3eb-4be6-9594-9d145de83d82;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;global;2026-06-27 09:46:44.662891;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;PASS;Role assignment 5239f262-b3eb-4be6-9594-9d145de83d82 in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not grant User Access Administrator role.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/providers/Microsoft.Authorization/roleAssignments/5239f262-b3eb-4be6-9594-9d145de83d82;5239f262-b3eb-4be6-9594-9d145de83d82;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";843e85de-3f5f-4614-967a-9f39f1fe9ba7;centralindia;2026-06-27 09:46:44.662891;DORA-Art17;Financial entities shall define, establish and implement an ICT-related incident management process to detect, manage and notify ICT-related incidents. Comprehensive trail logging, log integrity protection, retention and centralisation of ICT events are foundational requirements.;ICT-Related Incident Reporting;Article 17;ICT-related incident management process;FAIL;Key Vault ref3tierkv7mog1c in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7) does not have a diagnostic setting with audit logging.;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.KeyVault/vaults/ref3tierkv7mog1c;ref3tierkv7mog1c;keyvault_logging_enabled;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
